date,#covid19,#ukraine,#travel,#mondaymotivation,#christmas
4/5/2015,0,1,2,8,0
5/5/2015,0,0,5,0,0
6/5/2015,0,0,5,0,0
7/5/2015,0,1,4,0,0
8/5/2015,0,0,6,0,0
9/5/2015,0,0,5,0,0
10/5/2015,0,0,4,0,0
11/5/2015,0,0,5,13,0
12/5/2015,0,0,5,1,2
13/05/2015,0,0,4,0,0
14/05/2015,0,0,7,0,2
15/05/2015,0,0,6,0,0
16/05/2015,0,1,2,0,0
17/05/2015,0,1,3,0,1
18/05/2015,0,0,3,10,1
19/05/2015,0,1,3,0,0
20/05/2015,0,0,6,0,0
21/05/2015,0,0,6,0,0
22/05/2015,0,0,11,0,0
23/05/2015,0,0,3,0,0
24/05/2015,0,0,3,0,0
25/05/2015,0,0,6,1,0
26/05/2015,0,0,7,0,0
27/05/2015,0,6,9,0,0
28/05/2015,0,1,11,0,0
29/05/2015,0,0,8,0,1
30/05/2015,0,0,2,0,0
31/05/2015,0,0,3,0,0
1/6/2015,0,4,6,10,0
2/6/2015,0,0,7,0,0
3/6/2015,0,0,11,0,0
4/6/2015,0,2,8,0,0
5/6/2015,0,1,9,0,0
6/6/2015,0,0,2,0,0
7/6/2015,0,1,4,0,0
8/6/2015,0,1,4,8,0
9/6/2015,0,1,17,0,0
10/6/2015,0,1,3,0,0
11/6/2015,0,0,5,0,0
12/6/2015,0,0,7,0,0
13/06/2015,0,0,3,0,0
14/06/2015,0,0,21,0,0
15/06/2015,0,0,8,13,0
16/06/2015,0,0,7,0,0
17/06/2015,0,1,15,0,0
18/06/2015,0,0,13,0,0
19/06/2015,0,0,14,0,0
20/06/2015,0,0,8,0,0
21/06/2015,0,0,4,0,0
22/06/2015,0,1,8,14,0
23/06/2015,0,0,22,0,1
24/06/2015,0,1,14,0,0
25/06/2015,0,0,19,0,0
26/06/2015,0,0,22,0,2
27/06/2015,0,0,8,0,0
28/06/2015,0,0,13,0,0
29/06/2015,0,0,9,17,0
30/06/2015,0,2,13,0,0
1/7/2015,0,3,15,0,1
2/7/2015,0,0,12,0,2
3/7/2015,0,0,13,0,2
4/7/2015,0,0,12,0,0
5/7/2015,0,0,14,0,0
6/7/2015,0,0,7,15,0
7/7/2015,0,0,16,0,0
8/7/2015,0,0,17,0,1
9/7/2015,0,0,10,0,2
10/7/2015,0,1,6,0,0
11/7/2015,0,0,10,0,0
12/7/2015,0,0,6,1,0
13/07/2015,0,0,7,26,0
14/07/2015,0,0,11,0,0
15/07/2015,0,1,10,0,1
16/07/2015,0,0,5,0,0
17/07/2015,0,0,13,0,0
18/07/2015,0,0,7,0,0
19/07/2015,0,2,6,0,0
20/07/2015,0,1,7,21,0
21/07/2015,0,0,8,1,0
22/07/2015,0,0,10,0,0
23/07/2015,0,0,10,0,0
24/07/2015,0,0,5,0,0
25/07/2015,0,0,7,0,0
26/07/2015,0,0,8,0,0
27/07/2015,0,0,6,21,1
28/07/2015,0,0,15,1,1
29/07/2015,0,1,7,0,1
30/07/2015,0,0,10,0,1
31/07/2015,0,1,10,0,7
1/8/2015,0,0,7,0,0
2/8/2015,0,0,7,0,0
3/8/2015,0,0,5,19,0
4/8/2015,0,0,12,1,0
5/8/2015,0,0,7,0,0
6/8/2015,0,0,5,0,0
7/8/2015,0,0,5,0,0
8/8/2015,0,0,4,0,0
9/8/2015,0,0,3,0,0
10/8/2015,0,0,10,20,0
11/8/2015,0,0,7,0,0
12/8/2015,0,0,7,0,0
13/08/2015,0,1,11,0,0
14/08/2015,0,0,4,0,0
15/08/2015,0,0,3,0,0
16/08/2015,0,0,3,0,0
17/08/2015,0,1,4,11,1
18/08/2015,0,0,7,0,1
19/08/2015,0,0,3,0,0
20/08/2015,0,0,6,0,0
21/08/2015,0,0,3,0,0
22/08/2015,0,0,3,0,0
23/08/2015,0,0,6,0,0
24/08/2015,0,1,3,7,1
25/08/2015,0,0,4,3,0
26/08/2015,0,0,4,0,1
27/08/2015,0,0,8,0,0
28/08/2015,0,2,8,0,0
29/08/2015,0,0,4,0,0
30/08/2015,0,0,6,0,0
31/08/2015,0,25,5,16,0
1/9/2015,0,0,7,0,1
2/9/2015,0,0,6,0,0
3/9/2015,0,0,9,0,3
4/9/2015,0,0,7,0,0
5/9/2015,0,0,3,0,0
6/9/2015,0,0,3,0,0
7/9/2015,0,1,4,6,0
8/9/2015,0,0,6,0,0
9/9/2015,0,0,12,0,0
10/9/2015,0,0,11,0,1
11/9/2015,0,0,5,0,0
12/9/2015,0,0,4,0,1
13/09/2015,0,0,3,0,0
14/09/2015,0,0,4,17,0
15/09/2015,0,0,6,1,1
16/09/2015,0,0,6,0,1
17/09/2015,0,0,7,0,3
18/09/2015,0,0,11,0,1
19/09/2015,0,0,10,0,0
20/09/2015,0,0,3,0,0
21/09/2015,0,0,4,7,0
22/09/2015,0,0,7,2,1
23/09/2015,0,0,9,0,1
24/09/2015,0,0,7,0,1
25/09/2015,0,0,4,0,0
26/09/2015,0,0,5,0,1
27/09/2015,0,0,3,0,0
28/09/2015,0,1,10,29,0
29/09/2015,0,0,9,0,1
30/09/2015,0,0,11,0,1
1/10/2015,0,0,12,0,0
2/10/2015,0,0,7,0,1
3/10/2015,0,0,4,0,0
4/10/2015,0,0,5,0,0
5/10/2015,0,0,7,16,1
6/10/2015,0,0,8,0,2
7/10/2015,0,0,9,0,1
8/10/2015,0,0,5,0,1
9/10/2015,0,0,8,0,3
10/10/2015,0,0,6,0,7
11/10/2015,0,0,6,0,0
12/10/2015,0,0,10,14,2
13/10/2015,0,0,8,0,0
14/10/2015,0,1,9,0,2
15/10/2015,0,1,7,0,3
16/10/2015,0,0,13,1,4
17/10/2015,0,0,7,0,3
18/10/2015,0,0,5,0,1
19/10/2015,0,2,4,10,2
20/10/2015,0,1,6,1,9
21/10/2015,0,0,4,0,1
22/10/2015,0,2,14,0,3
23/10/2015,0,0,7,1,2
24/10/2015,0,1,4,0,2
25/10/2015,0,0,6,0,1
26/10/2015,0,0,9,10,1
27/10/2015,0,1,8,1,2
28/10/2015,0,1,7,0,4
29/10/2015,0,3,5,0,7
30/10/2015,0,0,6,0,2
31/10/2015,0,1,7,0,0
1/11/2015,0,1,3,0,3
2/11/2015,0,0,10,12,4
3/11/2015,0,0,10,1,7
4/11/2015,0,0,2,0,8
5/11/2015,0,0,4,0,11
6/11/2015,0,0,2,0,3
7/11/2015,0,0,5,0,4
8/11/2015,0,0,4,0,4
9/11/2015,0,0,9,17,7
10/11/2015,0,1,8,1,10
11/11/2015,0,1,2,0,14
12/11/2015,0,0,6,0,9
13/11/2015,0,0,8,0,13
14/11/2015,0,0,2,0,4
15/11/2015,0,0,5,0,1
16/11/2015,0,0,1,8,7
17/11/2015,0,0,11,0,13
18/11/2015,0,0,6,0,12
19/11/2015,0,0,6,0,9
20/11/2015,0,0,3,0,15
21/11/2015,0,0,2,0,10
22/11/2015,0,0,3,0,15
23/11/2015,0,0,4,14,19
24/11/2015,0,0,9,1,13
25/11/2015,0,0,39,0,18
26/11/2015,0,0,12,0,11
27/11/2015,0,0,4,0,26
28/11/2015,0,1,4,0,36
29/11/2015,0,1,7,1,27
30/11/2015,0,0,4,15,19
1/12/2015,0,1,12,1,38
2/12/2015,0,1,12,0,31
3/12/2015,0,0,6,0,34
4/12/2015,0,1,7,0,32
5/12/2015,0,0,6,0,32
6/12/2015,0,1,5,0,31
7/12/2015,0,0,4,11,40
8/12/2015,0,0,3,0,35
9/12/2015,0,0,11,0,40
10/12/2015,0,5,14,0,36
11/12/2015,0,5,10,0,40
12/12/2015,0,0,11,0,39
13/12/2015,0,0,7,0,50
14/12/2015,0,0,8,15,48
15/12/2015,0,0,11,0,56
16/12/2015,0,1,12,0,60
17/12/2015,0,0,7,0,37
18/12/2015,0,1,9,0,67
19/12/2015,0,0,9,0,42
20/12/2015,0,0,5,0,36
21/12/2015,0,0,11,7,52
22/12/2015,0,1,11,2,60
23/12/2015,0,0,6,0,57
24/12/2015,0,0,11,0,98
25/12/2015,0,1,5,0,117
26/12/2015,0,0,3,0,49
27/12/2015,0,0,9,0,15
28/12/2015,0,0,8,12,9
29/12/2015,0,0,7,0,7
30/12/2015,0,0,9,0,3
31/12/2015,0,0,4,0,2
1/1/2016,0,1,6,0,1
2/1/2016,0,0,7,0,3
3/1/2016,0,0,4,0,2
4/1/2016,0,0,4,18,1
5/1/2016,0,0,9,0,2
6/1/2016,0,0,6,0,1
7/1/2016,0,0,4,0,1
8/1/2016,0,0,11,0,1
9/1/2016,0,0,4,0,0
10/1/2016,0,0,3,0,2
11/1/2016,0,0,9,9,1
12/1/2016,0,0,9,0,0
13/01/2016,0,0,5,0,0
14/01/2016,0,1,9,0,0
15/01/2016,0,0,6,0,0
16/01/2016,0,0,4,0,0
17/01/2016,0,0,7,0,0
18/01/2016,0,1,13,15,0
19/01/2016,0,1,14,0,1
20/01/2016,0,0,4,0,0
21/01/2016,0,0,5,0,0
22/01/2016,0,1,3,0,0
23/01/2016,0,0,10,0,1
24/01/2016,0,0,5,0,0
25/01/2016,0,0,9,21,0
26/01/2016,0,0,7,1,0
27/01/2016,0,0,7,0,0
28/01/2016,0,0,10,0,0
29/01/2016,0,0,12,0,0
30/01/2016,0,0,10,1,1
31/01/2016,0,0,7,0,0
1/2/2016,0,0,10,25,0
2/2/2016,0,1,20,0,0
3/2/2016,0,1,7,0,0
4/2/2016,0,0,7,0,0
5/2/2016,0,0,8,0,0
6/2/2016,0,0,44,0,0
7/2/2016,0,7,6,0,0
8/2/2016,0,0,4,10,0
9/2/2016,0,0,18,0,0
10/2/2016,0,0,17,0,0
11/2/2016,0,1,15,0,0
12/2/2016,0,0,4,0,0
13/02/2016,0,1,4,0,0
14/02/2016,0,0,6,0,0
15/02/2016,0,0,8,15,0
16/02/2016,0,0,9,2,0
17/02/2016,0,0,12,0,0
18/02/2016,0,0,8,0,0
19/02/2016,0,0,8,0,0
20/02/2016,0,1,5,0,0
21/02/2016,0,0,5,0,0
22/02/2016,0,1,6,31,0
23/02/2016,0,0,14,4,0
24/02/2016,0,0,9,0,0
25/02/2016,0,1,8,0,0
26/02/2016,0,0,4,0,0
27/02/2016,0,0,8,0,0
28/02/2016,0,0,6,0,0
29/02/2016,0,0,8,12,0
1/3/2016,0,0,18,0,0
2/3/2016,0,2,14,0,0
3/3/2016,0,1,15,0,0
4/3/2016,0,0,9,0,0
5/3/2016,0,0,11,0,0
6/3/2016,0,0,12,0,0
7/3/2016,0,0,18,24,0
8/3/2016,0,0,11,1,0
9/3/2016,0,0,10,0,0
10/3/2016,0,0,9,0,0
11/3/2016,0,0,12,0,0
12/3/2016,0,0,8,0,0
13/03/2016,0,1,8,0,0
14/03/2016,0,1,6,18,0
15/03/2016,0,0,5,0,0
16/03/2016,0,0,9,0,5
17/03/2016,0,0,12,0,1
18/03/2016,0,0,7,0,0
19/03/2016,0,0,4,0,0
20/03/2016,0,1,7,0,0
21/03/2016,0,0,12,21,1
22/03/2016,0,0,12,0,0
23/03/2016,0,1,8,0,0
24/03/2016,0,1,8,0,0
25/03/2016,0,0,9,0,0
26/03/2016,0,0,4,0,0
27/03/2016,0,1,5,0,0
28/03/2016,0,0,5,30,0
29/03/2016,0,0,12,1,4
30/03/2016,0,0,7,0,0
31/03/2016,0,0,8,0,0
1/4/2016,0,0,9,0,0
2/4/2016,0,0,11,0,0
3/4/2016,0,2,7,1,1
4/4/2016,0,0,10,20,0
5/4/2016,0,0,13,0,0
6/4/2016,0,1,7,0,0
7/4/2016,0,1,4,0,0
8/4/2016,0,1,8,0,0
9/4/2016,0,0,27,0,1
10/4/2016,0,0,12,0,0
11/4/2016,0,0,8,18,0
12/4/2016,0,0,13,0,0
13/04/2016,0,0,10,0,0
14/04/2016,0,0,8,0,0
15/04/2016,0,0,9,0,0
16/04/2016,0,0,11,0,0
17/04/2016,0,0,8,0,0
18/04/2016,0,0,14,28,0
19/04/2016,0,0,11,2,0
20/04/2016,0,3,10,0,0
21/04/2016,0,0,15,0,0
22/04/2016,0,1,8,0,0
23/04/2016,0,0,11,0,0
24/04/2016,0,1,8,0,0
25/04/2016,0,0,9,29,0
26/04/2016,0,0,21,0,0
27/04/2016,0,0,10,0,1
28/04/2016,0,0,14,0,0
29/04/2016,0,1,8,0,0
30/04/2016,0,0,6,0,0
1/5/2016,0,0,6,0,0
2/5/2016,0,0,6,15,0
3/5/2016,0,0,8,0,0
4/5/2016,0,1,9,0,0
5/5/2016,0,0,8,0,1
6/5/2016,0,0,11,0,0
7/5/2016,0,0,9,0,0
8/5/2016,0,2,9,0,0
9/5/2016,0,1,5,35,0
10/5/2016,0,0,17,0,0
11/5/2016,0,0,10,0,0
12/5/2016,0,0,13,0,0
13/05/2016,0,0,11,0,0
14/05/2016,0,1,4,0,0
15/05/2016,0,1,10,0,0
16/05/2016,0,0,8,24,0
17/05/2016,0,0,21,0,0
18/05/2016,0,0,7,0,0
19/05/2016,0,0,6,0,0
20/05/2016,0,0,8,0,0
21/05/2016,0,0,3,0,0
22/05/2016,0,0,9,0,0
23/05/2016,0,0,12,35,0
24/05/2016,0,0,16,0,0
25/05/2016,0,2,7,0,0
26/05/2016,0,0,21,0,0
27/05/2016,0,0,9,0,0
28/05/2016,0,0,13,0,0
29/05/2016,0,0,3,0,0
30/05/2016,0,0,8,8,0
31/05/2016,0,0,11,2,0
1/6/2016,0,0,7,0,0
2/6/2016,0,0,18,0,0
3/6/2016,0,0,13,0,0
4/6/2016,0,0,7,0,0
5/6/2016,0,0,10,0,0
6/6/2016,0,0,9,15,0
7/6/2016,0,0,22,0,0
8/6/2016,0,0,13,0,0
9/6/2016,0,0,7,0,0
10/6/2016,0,0,9,0,0
11/6/2016,0,0,11,0,0
12/6/2016,0,0,10,0,0
13/06/2016,0,0,7,23,0
14/06/2016,0,0,7,0,0
15/06/2016,0,1,8,0,0
16/06/2016,0,0,9,0,0
17/06/2016,0,1,4,0,0
18/06/2016,0,1,4,0,0
19/06/2016,0,0,7,0,0
20/06/2016,0,0,15,27,0
21/06/2016,0,0,17,0,0
22/06/2016,0,0,5,0,0
23/06/2016,0,1,12,0,0
24/06/2016,0,0,11,0,0
25/06/2016,0,0,9,1,0
26/06/2016,0,0,9,1,0
27/06/2016,0,0,10,18,1
28/06/2016,0,0,14,1,0
29/06/2016,0,0,13,0,0
30/06/2016,0,0,12,0,0
1/7/2016,0,0,9,0,0
2/7/2016,0,0,11,0,0
3/7/2016,0,0,6,0,0
4/7/2016,0,0,2,6,0
5/7/2016,0,1,11,1,0
6/7/2016,0,0,8,0,0
7/7/2016,0,2,9,0,0
8/7/2016,0,1,9,0,0
9/7/2016,0,0,5,0,0
10/7/2016,0,0,4,0,0
11/7/2016,0,0,4,32,1
12/7/2016,0,0,13,3,0
13/07/2016,0,0,8,0,0
14/07/2016,0,0,13,0,2
15/07/2016,0,1,7,0,0
16/07/2016,0,0,9,0,1
17/07/2016,0,0,4,1,0
18/07/2016,0,1,5,29,0
19/07/2016,0,0,14,2,0
20/07/2016,0,1,6,0,0
21/07/2016,0,0,9,0,1
22/07/2016,0,0,13,0,0
23/07/2016,0,0,7,0,0
24/07/2016,0,0,8,0,0
25/07/2016,0,0,4,36,0
26/07/2016,0,1,14,0,0
27/07/2016,0,0,4,0,1
28/07/2016,0,0,2,0,0
29/07/2016,0,0,8,0,1
30/07/2016,0,0,4,0,0
31/07/2016,0,0,2,0,0
1/8/2016,0,0,5,32,0
2/8/2016,0,0,12,0,0
3/8/2016,0,0,3,0,0
4/8/2016,0,0,8,0,0
5/8/2016,0,0,9,1,0
6/8/2016,0,0,3,0,1
7/8/2016,0,0,7,1,0
8/8/2016,0,1,7,26,0
9/8/2016,0,0,8,0,0
10/8/2016,0,0,3,0,0
11/8/2016,0,0,11,0,0
12/8/2016,0,0,3,0,0
13/08/2016,0,0,4,0,0
14/08/2016,0,0,6,0,0
15/08/2016,0,0,16,32,0
16/08/2016,0,0,14,0,1
17/08/2016,0,0,5,0,0
18/08/2016,0,0,5,0,0
19/08/2016,0,1,5,0,1
20/08/2016,0,0,11,0,0
21/08/2016,0,1,6,0,0
22/08/2016,0,0,10,34,1
23/08/2016,0,0,10,0,0
24/08/2016,0,2,10,1,1
25/08/2016,0,0,9,0,1
26/08/2016,0,0,9,0,2
27/08/2016,0,0,9,0,1
28/08/2016,0,0,9,0,0
29/08/2016,0,0,12,21,0
30/08/2016,0,0,12,0,0
31/08/2016,0,0,9,0,0
1/9/2016,0,0,13,0,0
2/9/2016,0,0,7,0,1
3/9/2016,0,0,8,1,0
4/9/2016,0,0,10,1,0
5/9/2016,0,0,8,20,0
6/9/2016,0,0,17,1,0
7/9/2016,0,0,7,0,1
8/9/2016,0,0,8,0,0
9/9/2016,0,0,12,0,0
10/9/2016,0,0,6,1,0
11/9/2016,0,0,4,0,1
12/9/2016,0,1,11,29,0
13/09/2016,0,0,7,0,1
14/09/2016,0,0,7,0,1
15/09/2016,0,0,8,0,1
16/09/2016,0,0,10,0,0
17/09/2016,0,0,9,0,3
18/09/2016,0,0,7,0,0
19/09/2016,0,0,5,24,0
20/09/2016,0,1,14,2,2
21/09/2016,0,0,4,1,2
22/09/2016,0,0,11,0,1
23/09/2016,0,0,9,0,0
24/09/2016,0,1,9,0,0
25/09/2016,0,0,9,0,0
26/09/2016,0,0,12,30,1
27/09/2016,0,0,11,0,1
28/09/2016,0,0,12,0,0
29/09/2016,0,0,12,1,0
30/09/2016,0,0,4,0,2
1/10/2016,0,0,5,0,1
2/10/2016,0,0,3,1,1
3/10/2016,0,0,13,24,0
4/10/2016,0,0,12,0,2
5/10/2016,0,0,5,0,0
6/10/2016,0,0,8,0,1
7/10/2016,0,2,3,0,2
8/10/2016,0,0,4,0,1
9/10/2016,0,0,4,0,0
10/10/2016,0,1,6,20,1
11/10/2016,0,0,15,1,2
12/10/2016,0,0,5,0,0
13/10/2016,0,0,14,0,4
14/10/2016,0,0,8,0,0
15/10/2016,0,0,8,0,1
16/10/2016,0,0,2,0,1
17/10/2016,0,0,15,38,3
18/10/2016,0,0,22,0,5
19/10/2016,0,0,8,0,3
20/10/2016,0,0,9,0,2
21/10/2016,0,0,8,0,1
22/10/2016,0,0,9,0,5
23/10/2016,0,0,7,0,2
24/10/2016,0,0,9,33,1
25/10/2016,0,0,17,1,5
26/10/2016,0,0,15,0,2
27/10/2016,0,0,10,1,3
28/10/2016,0,0,11,0,1
29/10/2016,0,0,7,0,1
30/10/2016,0,0,7,1,6
31/10/2016,0,0,8,24,3
1/11/2016,0,0,14,0,9
2/11/2016,0,0,7,0,12
3/11/2016,0,0,14,0,7
4/11/2016,0,0,7,0,13
5/11/2016,0,0,12,0,2
6/11/2016,0,0,8,0,8
7/11/2016,0,0,11,33,16
8/11/2016,0,0,26,0,8
9/11/2016,0,0,6,0,11
10/11/2016,0,0,10,0,20
11/11/2016,0,0,14,0,11
12/11/2016,0,0,3,0,4
13/11/2016,0,0,10,0,5
14/11/2016,0,0,18,36,22
15/11/2016,0,0,16,2,18
16/11/2016,0,0,16,0,10
17/11/2016,0,1,22,0,66
18/11/2016,0,0,18,0,9
19/11/2016,0,0,7,0,9
20/11/2016,0,0,7,0,7
21/11/2016,0,0,10,38,14
22/11/2016,0,0,14,1,11
23/11/2016,0,0,11,0,10
24/11/2016,0,0,8,0,15
25/11/2016,0,0,10,0,19
26/11/2016,0,1,7,0,16
27/11/2016,0,0,8,0,17
28/11/2016,0,0,6,39,36
29/11/2016,0,0,7,4,27
30/11/2016,0,0,10,0,43
1/12/2016,0,0,6,0,48
2/12/2016,0,1,11,0,44
3/12/2016,0,0,8,0,38
4/12/2016,0,0,10,0,24
5/12/2016,0,0,20,32,42
6/12/2016,0,1,11,4,45
7/12/2016,0,0,12,0,66
8/12/2016,0,0,11,0,40
9/12/2016,0,0,11,0,48
10/12/2016,0,0,12,0,44
11/12/2016,0,0,4,0,26
12/12/2016,0,1,8,26,62
13/12/2016,0,0,10,2,39
14/12/2016,0,0,8,0,52
15/12/2016,0,1,8,0,51
16/12/2016,0,0,5,0,71
17/12/2016,0,0,8,0,43
18/12/2016,0,0,4,0,55
19/12/2016,0,0,11,24,64
20/12/2016,0,0,8,3,48
21/12/2016,0,0,8,0,67
22/12/2016,0,0,4,0,53
23/12/2016,0,1,5,0,79
24/12/2016,0,0,4,0,154
25/12/2016,0,0,9,0,189
26/12/2016,0,0,7,17,56
27/12/2016,0,0,10,0,22
28/12/2016,0,0,4,0,19
29/12/2016,0,0,11,0,7
30/12/2016,0,0,3,0,12
31/12/2016,0,0,3,0,1
1/1/2017,0,0,4,0,1
2/1/2017,0,0,12,26,2
3/1/2017,0,0,4,3,6
4/1/2017,0,0,6,0,5
5/1/2017,0,0,8,0,1
6/1/2017,0,0,6,0,0
7/1/2017,0,0,4,1,3
8/1/2017,0,0,4,0,1
9/1/2017,0,0,11,28,0
10/1/2017,0,0,15,2,1
11/1/2017,0,0,1,0,0
12/1/2017,0,0,12,0,0
13/01/2017,0,0,9,0,0
14/01/2017,0,0,2,0,0
15/01/2017,0,0,6,0,1
16/01/2017,0,0,16,28,2
17/01/2017,0,0,19,4,1
18/01/2017,0,0,11,0,1
19/01/2017,0,0,4,0,0
20/01/2017,0,0,12,0,0
21/01/2017,0,0,8,0,0
22/01/2017,0,0,10,0,0
23/01/2017,0,0,8,29,0
24/01/2017,0,0,12,2,0
25/01/2017,0,0,11,0,0
26/01/2017,0,0,25,0,0
27/01/2017,0,0,7,0,0
28/01/2017,0,0,3,0,0
29/01/2017,0,0,3,0,1
30/01/2017,0,0,12,27,0
31/01/2017,0,0,18,5,1
1/2/2017,0,0,9,0,0
2/2/2017,0,1,7,0,1
3/2/2017,0,0,9,0,0
4/2/2017,0,0,8,0,0
5/2/2017,0,0,4,0,0
6/2/2017,0,0,10,41,0
7/2/2017,0,0,15,5,0
8/2/2017,0,0,16,0,0
9/2/2017,0,0,12,0,0
10/2/2017,0,0,8,0,0
11/2/2017,0,0,11,0,0
12/2/2017,0,0,9,0,0
13/02/2017,0,0,8,24,0
14/02/2017,0,0,10,5,0
15/02/2017,0,0,7,0,1
16/02/2017,0,0,9,0,0
17/02/2017,0,0,9,0,1
18/02/2017,0,1,13,0,0
19/02/2017,0,0,11,0,1
20/02/2017,0,0,17,23,0
21/02/2017,0,0,16,0,0
22/02/2017,0,3,11,1,1
23/02/2017,0,0,9,0,0
24/02/2017,0,0,7,0,0
25/02/2017,0,0,15,0,0
26/02/2017,0,0,8,0,1
27/02/2017,0,0,12,40,0
28/02/2017,0,2,15,2,0
1/3/2017,0,0,11,0,0
2/3/2017,0,0,13,0,0
3/3/2017,0,0,9,0,1
4/3/2017,0,0,10,0,0
5/3/2017,0,0,7,0,1
6/3/2017,0,0,12,35,0
7/3/2017,0,1,25,4,0
8/3/2017,0,0,11,0,0
9/3/2017,0,0,9,0,0
10/3/2017,0,0,16,0,0
11/3/2017,0,0,8,0,1
12/3/2017,0,0,6,1,0
13/03/2017,0,0,22,26,0
14/03/2017,0,0,16,3,0
15/03/2017,0,0,14,0,0
16/03/2017,0,0,4,0,0
17/03/2017,0,0,12,0,0
18/03/2017,0,1,9,0,0
19/03/2017,0,0,14,0,0
20/03/2017,0,0,9,21,0
21/03/2017,0,1,16,2,0
22/03/2017,0,0,14,0,0
23/03/2017,0,2,8,0,0
24/03/2017,0,0,15,0,0
25/03/2017,0,0,11,0,1
26/03/2017,0,0,8,0,0
27/03/2017,0,0,16,32,3
28/03/2017,0,0,15,3,0
29/03/2017,0,0,13,0,0
30/03/2017,0,0,12,0,0
31/03/2017,0,4,15,0,0
1/4/2017,0,0,10,0,0
2/4/2017,0,0,8,0,0
3/4/2017,0,0,20,27,0
4/4/2017,0,1,12,4,0
5/4/2017,0,0,13,0,0
6/4/2017,0,1,13,0,1
7/4/2017,0,0,16,0,0
8/4/2017,0,0,15,0,0
9/4/2017,0,0,12,0,0
10/4/2017,0,0,14,41,0
11/4/2017,0,0,16,3,0
12/4/2017,0,0,11,0,0
13/04/2017,0,0,18,0,0
14/04/2017,0,0,18,0,0
15/04/2017,0,0,11,0,0
16/04/2017,0,0,8,0,0
17/04/2017,0,0,13,23,0
18/04/2017,0,0,14,2,0
19/04/2017,0,0,11,0,0
20/04/2017,0,0,10,0,0
21/04/2017,0,0,13,0,0
22/04/2017,0,0,12,0,0
23/04/2017,0,0,11,0,1
24/04/2017,0,0,17,28,1
25/04/2017,0,0,20,3,0
26/04/2017,0,0,14,0,0
27/04/2017,0,0,17,0,0
28/04/2017,0,0,14,0,1
29/04/2017,0,0,11,0,0
30/04/2017,0,0,7,0,0
1/5/2017,0,0,18,23,0
2/5/2017,0,0,11,3,2
3/5/2017,0,0,11,0,0
4/5/2017,0,0,13,0,1
5/5/2017,0,0,10,0,0
6/5/2017,0,0,6,0,0
7/5/2017,0,0,8,0,0
8/5/2017,0,1,13,29,0
9/5/2017,0,0,19,0,0
10/5/2017,0,0,13,0,0
11/5/2017,0,0,14,0,0
12/5/2017,0,0,17,0,0
13/05/2017,0,0,15,0,0
14/05/2017,0,0,8,0,0
15/05/2017,0,0,18,29,0
16/05/2017,0,0,30,3,0
17/05/2017,0,0,14,0,0
18/05/2017,0,0,46,0,0
19/05/2017,0,0,15,0,0
20/05/2017,0,0,6,0,0
21/05/2017,0,0,9,0,0
22/05/2017,0,0,17,24,0
23/05/2017,0,0,23,2,0
24/05/2017,0,0,15,0,0
25/05/2017,0,0,24,0,0
26/05/2017,0,0,16,0,0
27/05/2017,0,1,19,0,0
28/05/2017,0,0,8,2,0
29/05/2017,0,0,15,14,0
30/05/2017,0,0,19,3,0
31/05/2017,0,0,17,0,0
1/6/2017,0,0,25,0,0
2/6/2017,0,0,9,0,0
3/6/2017,0,0,19,0,0
4/6/2017,0,0,10,0,0
5/6/2017,0,0,13,30,0
6/6/2017,0,0,29,1,0
7/6/2017,0,0,12,0,0
8/6/2017,0,0,22,0,0
9/6/2017,0,0,16,0,1
10/6/2017,0,0,11,0,0
11/6/2017,0,0,11,0,1
12/6/2017,0,0,19,28,0
13/06/2017,0,0,16,6,0
14/06/2017,0,0,15,0,0
15/06/2017,0,0,25,0,0
16/06/2017,0,0,14,0,0
17/06/2017,0,0,10,0,0
18/06/2017,0,0,8,0,0
19/06/2017,0,2,14,30,0
20/06/2017,0,11,25,0,0
21/06/2017,0,0,9,0,0
22/06/2017,0,0,12,0,1
23/06/2017,0,5,14,0,0
24/06/2017,0,0,19,0,0
25/06/2017,0,0,8,0,0
26/06/2017,0,1,13,37,0
27/06/2017,0,0,22,0,1
28/06/2017,0,0,12,0,0
29/06/2017,0,0,18,0,0
30/06/2017,0,1,16,0,0
1/7/2017,0,0,15,0,0
2/7/2017,0,1,18,0,0
3/7/2017,0,0,15,13,0
4/7/2017,0,0,23,1,5
5/7/2017,0,0,11,0,0
6/7/2017,0,2,19,0,1
7/7/2017,0,0,17,0,0
8/7/2017,0,0,16,0,0
9/7/2017,0,0,8,0,0
10/7/2017,0,1,18,40,0
11/7/2017,0,1,28,0,0
12/7/2017,0,0,22,0,0
13/07/2017,0,0,27,0,0
14/07/2017,0,0,19,0,0
15/07/2017,0,0,10,0,0
16/07/2017,0,0,15,1,0
17/07/2017,0,0,15,26,1
18/07/2017,0,0,27,4,1
19/07/2017,0,0,22,0,1
20/07/2017,0,0,23,0,1
21/07/2017,0,0,13,0,0
22/07/2017,0,0,8,0,0
23/07/2017,0,0,11,0,0
24/07/2017,0,0,25,36,0
25/07/2017,0,0,26,2,0
26/07/2017,0,0,19,0,1
27/07/2017,0,0,14,0,1
28/07/2017,0,0,28,0,1
29/07/2017,0,0,8,0,0
30/07/2017,0,0,14,0,0
31/07/2017,0,0,21,32,0
1/8/2017,0,1,21,1,0
